"AHRondelPosition","ITRondelPosition","FRRondelPosition","GBRondelPosition","GERondelPosition","RURondelPosition","AHPowerPoints","ITPowerPoints","FRPowerPoints","GBPowerPoints","GEPowerPoints","RUPowerPoints","NumberOfAvailableBonds","Cash","RawScore","NumberOfOwnedBonds","annotation"
7,3,5,3,2,7,4,0,3,3,3,4,31,0,0,11,9
7,3,5,3,2,7,4,0,3,3,3,4,31,0,0,11,9
7,3,5,3,2,7,4,0,3,3,3,4,31,0,0,11,9
7,3,5,3,2,7,4,0,3,3,3,4,31,0,0,11,9
7,3,5,3,2,7,4,0,3,3,3,4,31,0,0,11,9
0,3,5,3,2,7,7,0,3,3,3,4,31,0,42,11,6
0,3,5,3,2,7,7,0,3,3,3,4,31,0,42,11,6
0,4,5,3,2,7,7,0,3,3,3,4,31,1,42,11,5
0,4,5,3,2,7,7,0,3,3,3,4,31,1,42,11,5
0,4,0,3,2,7,7,0,4,3,3,4,31,1,42,11,5
0,4,0,4,2,7,7,0,4,3,3,4,31,0,42,11,6
0,4,0,4,3,7,7,0,4,3,3,4,31,0,42,11,6
0,4,0,4,3,7,7,0,4,3,3,4,31,0,42,11,6
0,4,0,4,3,7,7,0,4,3,3,4,31,0,42,11,6
0,4,0,4,3,5,7,0,4,3,3,4,31,0,42,11,6
0,4,0,4,3,5,7,0,4,3,3,4,31,0,42,11,6
1,4,0,4,3,5,7,0,4,3,3,4,30,0,42,11,6
1,4,0,4,3,5,7,0,4,3,3,4,30,0,42,11,6
1,4,0,4,3,5,7,0,4,3,3,4,30,0,42,11,6
1,7,0,4,3,5,7,0,4,3,3,4,30,0,42,11,6
1,7,0,4,3,5,7,0,4,3,3,4,30,0,42,11,6
1,7,0,4,3,5,7,0,4,3,3,4,30,0,42,11,6
1,7,0,4,3,5,7,0,4,3,3,4,30,0,42,11,6
1,7,2,4,3,5,7,0,4,3,3,4,30,0,42,11,6
1,7,2,4,3,5,7,0,4,3,3,4,30,0,42,11,7
1,7,2,6,4,5,7,0,4,3,3,4,30,4,42,11,4
1,7,2,6,4,5,7,0,4,3,3,4,29,0,44,12,6
1,7,2,6,4,5,7,0,4,3,3,4,29,0,44,12,6
2,7,2,6,4,0,7,0,4,3,3,6,29,0,44,12,6
2,7,2,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,2,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,2,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,2,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,2,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,2,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,2,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,2,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,3,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,3,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,3,6,4,0,7,0,4,3,3,6,29,0,44,12,9
2,3,3,0,5,0,7,0,4,8,3,6,29,0,44,12,9
2,3,3,0,5,0,7,0,4,8,3,6,29,0,44,12,9
2,3,3,0,5,0,7,0,4,8,3,6,29,0,44,12,9
2,3,3,0,5,5,7,0,4,8,3,6,29,0,44,12,9
2,3,3,0,5,5,7,0,4,8,3,6,29,0,44,12,9
3,3,3,0,5,5,7,0,4,8,3,6,29,0,44,12,9
3,3,3,0,5,5,7,0,4,8,3,6,29,0,44,12,9
3,3,3,0,5,5,7,0,4,8,3,6,29,0,44,12,9
3,6,3,0,5,5,7,0,4,8,3,6,28,0,44,13,9
3,6,4,0,5,5,7,0,4,8,3,6,28,2,44,13,9
3,6,4,0,5,5,7,0,4,8,3,6,28,2,44,13,9
3,6,4,0,5,5,7,0,4,8,3,6,27,2,44,13,9
3,6,4,2,6,5,7,0,4,8,3,6,27,2,44,13,9
3,6,4,2,6,5,7,0,4,8,3,6,27,2,44,13,9
4,6,4,2,6,2,7,0,4,8,3,6,27,48,44,13,0
4,6,4,2,6,2,7,0,4,8,3,6,26,32,44,14,4
4,6,4,2,6,2,7,0,4,8,3,6,26,32,44,14,4
4,1,4,2,6,2,7,0,4,8,3,6,26,32,44,14,0
4,1,5,2,6,2,7,0,4,8,3,6,26,32,44,14,0
4,1,5,2,6,2,7,0,4,8,3,6,26,32,44,14,0
4,1,5,2,6,2,7,0,4,8,3,6,26,32,44,14,0
4,1,5,3,6,2,7,0,4,8,3,6,26,32,44,14,0
4,1,5,3,6,2,7,0,4,8,3,6,26,32,44,14,0
4,1,5,3,6,2,7,0,4,8,3,6,26,32,44,14,0
4,1,5,3,6,2,7,0,4,8,3,6,26,32,44,14,1
4,1,5,3,6,2,7,0,4,8,3,6,26,32,44,14,1
4,1,5,3,7,2,7,0,4,8,3,6,26,32,44,14,1
4,1,5,3,7,2,7,0,4,8,3,6,26,32,44,14,6
4,1,5,3,7,2,7,0,4,8,3,6,26,32,44,14,6
4,1,5,3,7,6,7,0,4,8,3,6,26,32,44,14,6
5,1,5,3,7,6,7,0,4,8,3,6,26,32,44,14,6
5,1,5,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,1,5,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,5,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,5,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,5,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,5,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,5,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,5,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,6,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,6,3,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,6,5,7,6,7,0,4,8,3,6,26,32,44,14,0
5,3,6,5,7,6,7,0,4,8,3,6,25,14,44,15,2
5,3,6,5,0,6,7,0,4,8,4,6,25,14,44,15,9
5,3,6,5,0,6,7,0,4,8,4,6,25,14,44,15,9
5,3,6,5,0,7,7,0,4,8,4,6,25,14,44,15,9
5,3,6,5,0,7,7,0,4,8,4,6,25,14,44,15,9
5,3,6,5,0,7,7,0,4,8,4,6,25,14,44,15,9
6,3,6,5,0,7,7,0,4,8,4,6,25,14,44,15,9
6,4,6,5,0,7,7,0,4,8,4,6,25,28,44,15,9
6,4,6,5,0,7,7,0,4,8,4,6,25,28,44,15,9
6,4,6,5,0,7,7,0,4,8,4,6,25,28,44,15,9
6,4,0,5,0,7,7,0,5,8,4,6,25,28,50,15,9
6,4,0,7,0,7,7,0,5,8,4,6,25,28,50,15,9
6,4,0,7,2,7,7,0,5,8,4,6,25,28,50,15,9
6,4,0,7,2,7,7,0,5,8,4,6,25,28,50,15,9
6,4,0,7,2,4,7,0,5,8,4,6,24,5,50,16,9
7,4,0,7,2,4,7,0,5,8,4,6,24,5,50,16,9
7,4,0,7,2,4,7,0,5,8,4,6,24,5,50,16,9
7,5,0,7,2,4,7,0,5,8,4,6,24,5,50,16,9
7,5,0,7,2,4,7,0,5,8,4,6,24,5,50,16,9
7,5,0,7,2,4,7,0,5,8,4,6,24,5,50,16,9
7,5,5,7,2,4,7,0,5,8,4,6,24,5,50,16,9
7,5,5,7,2,4,7,0,5,8,4,6,24,5,50,16,9
7,5,5,7,2,4,7,0,5,8,4,6,23,5,50,16,9
7,5,5,0,3,4,7,0,5,13,4,6,23,5,50,16,9
7,5,5,0,3,4,7,0,5,13,4,6,23,5,50,16,9
7,5,5,0,3,4,7,0,5,13,4,6,23,5,50,16,9
0,5,5,0,3,6,12,0,5,13,4,6,23,7,94,16,0
0,6,5,0,3,6,12,0,5,13,4,6,23,7,94,16,0
0,6,5,0,3,6,12,0,5,13,4,6,23,7,94,16,0
0,6,6,0,3,6,12,0,5,13,4,6,23,7,94,16,0
0,6,6,3,3,6,12,0,5,13,4,6,23,7,94,16,0
0,6,6,3,3,6,12,0,5,13,4,6,23,7,94,16,0
0,6,6,3,4,6,12,0,5,13,4,6,23,10,94,16,0
0,6,6,3,4,6,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,6,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
0,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
1,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
1,6,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
1,7,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
1,7,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
1,7,6,3,4,7,12,0,5,13,4,6,23,0,94,16,4
1,7,0,3,4,7,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,4,7,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,4,7,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,4,7,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,5,7,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,5,7,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,5,7,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,5,7,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,4
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
1,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,8
2,7,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,0,7,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,7,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,5,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,6,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,6,3,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,6,5,12,0,6,13,4,6,23,0,94,16,5
2,0,2,3,6,5,12,0,6,13,4,6,23,0,95,16,4
3,0,2,3,6,5,12,0,6,13,4,6,23,0,95,16,4
3,0,2,3,6,5,12,0,6,13,4,6,23,0,95,16,4
3,1,2,3,6,5,12,0,6,13,4,6,23,0,95,16,4
3,1,2,3,6,5,12,0,6,13,4,6,23,0,95,16,4
3,1,3,3,6,5,12,0,6,13,4,6,23,0,95,16,4
3,1,3,3,6,5,12,0,6,13,4,6,23,0,95,16,4
3,1,3,3,6,5,12,0,6,13,4,6,23,0,95,16,4
3,1,3,6,6,5,12,0,6,13,4,6,23,0,95,16,4
3,1,3,6,7,5,12,0,6,13,4,6,23,0,95,16,4
3,1,3,6,7,5,12,0,6,13,4,6,23,0,95,16,4
3,1,3,6,7,5,12,0,6,13,4,6,23,0,95,16,4
4,1,3,6,7,6,12,0,6,13,4,6,23,7,95,16,0
4,1,3,6,7,6,12,0,6,13,4,6,23,0,95,16,4
4,2,3,6,7,6,12,0,6,13,4,6,23,0,95,16,4
4,2,4,6,7,6,12,0,6,13,4,6,23,0,95,16,4
4,2,4,6,7,6,12,0,6,13,4,6,23,0,95,16,4
4,2,4,6,7,6,12,0,6,13,4,6,23,0,95,16,4
4,2,4,0,7,6,12,0,6,19,4,6,23,0,95,16,9
4,2,4,0,1,6,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,6,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
4,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
5,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
5,2,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,4,0,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,5,0,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,5,0,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,5,0,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,5,3,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,5,3,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,5,3,1,7,12,0,6,19,4,6,23,0,95,16,8
5,3,5,3,2,7,12,0,6,19,4,6,23,0,95,16,8
6,3,5,3,2,2,12,0,6,19,4,6,23,0,95,16,8
6,4,5,3,2,2,12,0,6,19,4,6,23,29,95,16,0
6,4,5,3,2,2,12,0,6,19,4,6,22,9,95,17,4
6,4,6,3,2,2,12,0,6,19,4,6,22,9,95,17,4
6,4,6,3,2,2,12,0,6,19,4,6,22,9,95,17,4
1,-1,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,3
1,-1,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,3
1,-1,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,-1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,1,-1,-1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,1,4,-1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,1,4,1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,1,4,1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,1,4,1,-1,0,0,0,0,0,0,42,2,0,6,3
1,5,1,4,1,1,0,0,0,0,0,0,42,2,0,6,3
2,5,1,4,1,1,0,0,0,0,0,0,42,2,0,6,9
2,5,1,4,1,1,0,0,0,0,0,0,42,2,0,6,6
2,1,1,4,1,1,0,0,0,0,0,0,42,2,0,6,6
2,1,2,4,1,1,0,0,0,0,0,0,42,2,0,6,7
2,1,2,4,1,1,0,0,0,0,0,0,42,2,0,6,9
2,1,2,0,2,1,0,0,0,0,0,0,42,2,0,6,8
2,1,2,0,2,1,0,0,0,0,0,0,42,2,0,6,8
2,1,2,0,2,4,0,0,0,0,0,0,41,0,0,7,9
3,1,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,1,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,1,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,2,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,3,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,3,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,3,0,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,3,4,2,4,0,0,0,0,0,0,41,0,0,7,10
3,3,3,4,3,4,0,0,0,0,0,0,41,0,0,7,10
3,3,3,4,3,4,0,0,0,0,0,0,41,0,0,7,10
3,3,3,4,3,4,0,0,0,0,0,0,41,0,0,7,10
3,3,3,4,3,5,0,0,0,0,0,0,41,0,0,7,10
4,3,3,4,3,5,0,0,0,0,0,0,41,9,0,7,8
4,3,3,4,3,5,0,0,0,0,0,0,40,3,0,8,9
4,3,3,4,3,5,0,0,0,0,0,0,40,3,0,8,9
4,4,3,4,3,5,0,0,0,0,0,0,40,4,0,8,9
4,4,4,4,3,5,0,0,0,0,0,0,39,10,0,8,7
4,4,4,4,3,5,0,0,0,0,0,0,39,7,0,8,8
4,4,4,4,3,5,0,0,0,0,0,0,39,7,0,8,8
4,4,4,5,3,5,0,0,0,0,0,0,39,7,0,8,8
4,4,4,5,4,5,0,0,0,0,0,0,39,12,0,8,5
4,4,4,5,4,5,0,0,0,0,0,0,39,12,0,8,5
4,4,4,5,4,5,0,0,0,0,0,0,39,12,0,8,5
4,4,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
4,4,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
4,4,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
4,4,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
4,4,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
5,4,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
5,4,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
5,4,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
5,7,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
5,7,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
5,7,4,5,4,7,0,0,0,0,0,0,39,12,0,8,5
5,7,5,5,4,7,0,0,0,0,0,0,39,12,0,8,1
5,7,5,5,4,7,0,0,0,0,0,0,39,12,0,8,1
5,7,5,0,5,7,0,0,0,0,0,0,39,12,0,8,1
5,7,5,0,5,7,0,0,0,0,0,0,39,12,0,8,1
5,7,5,0,5,7,0,0,0,0,0,0,39,12,0,8,1
6,7,5,0,5,0,0,0,0,0,0,1,39,12,0,8,1
6,7,5,0,5,0,0,0,0,0,0,1,39,12,0,8,1
6,2,5,0,5,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,0,5,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,0,5,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,0,5,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,3,5,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,3,5,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,3,5,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,3,6,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,3,6,0,0,0,0,0,0,1,39,12,0,8,1
6,2,7,3,6,1,0,0,0,0,0,1,39,12,0,8,1
7,2,7,3,6,1,0,0,0,0,0,1,39,12,0,8,1
7,2,7,3,6,1,0,0,0,0,0,1,39,12,0,8,1
7,2,7,3,6,1,0,0,0,0,0,1,39,12,0,8,1
7,3,7,3,6,1,0,0,0,0,0,1,39,12,0,8,1
7,3,7,3,6,1,0,0,0,0,0,1,39,12,0,8,1
7,3,7,3,6,1,0,0,0,0,0,1,39,12,0,8,1
7,3,7,3,6,1,0,0,0,0,0,1,39,12,0,8,1
7,3,0,3,6,1,0,0,1,0,0,1,39,12,0,8,1
7,3,0,4,6,1,0,0,1,0,0,1,39,0,0,8,6
7,3,0,4,7,1,0,0,1,0,0,1,39,0,0,8,6
7,3,0,4,7,1,0,0,1,0,0,1,39,0,0,8,6
7,3,0,4,7,1,0,0,1,0,0,1,39,0,0,8,6
7,3,0,4,7,3,0,0,1,0,0,1,39,0,0,8,6
7,3,0,4,7,3,0,0,1,0,0,1,39,0,0,8,5
7,3,0,4,7,3,0,0,1,0,0,1,39,0,0,8,5
7,3,0,4,7,3,0,0,1,0,0,1,39,0,0,8,5
7,3,0,4,7,3,0,0,1,0,0,1,39,0,0,8,5
0,3,0,4,7,3,1,0,1,0,0,1,39,1,0,8,4
0,3,0,4,7,3,1,0,1,0,0,1,39,1,0,8,4
0,6,0,4,7,3,1,0,1,0,0,1,39,1,0,8,4
0,6,0,4,7,3,1,0,1,0,0,1,38,1,0,8,4
0,6,1,4,7,3,1,0,1,0,0,1,38,1,0,8,4
0,6,1,4,7,3,1,0,1,0,0,1,38,1,0,8,4
0,6,1,5,7,3,1,0,1,0,0,1,38,1,0,8,4
0,6,1,5,0,3,1,0,1,0,1,1,38,2,0,8,3
0,6,1,5,0,3,1,0,1,0,1,1,38,2,0,8,3
0,6,1,5,0,4,1,0,1,0,1,1,38,0,0,8,5
1,6,1,5,0,4,1,0,1,0,1,1,38,0,0,8,5
1,6,1,5,0,4,1,0,1,0,1,1,38,0,0,8,5
1,6,1,5,0,4,1,0,1,0,1,1,38,0,0,8,5
1,4,1,5,0,4,1,0,1,0,1,1,38,1,0,8,4
1,4,1,5,0,4,1,0,1,0,1,1,37,1,0,8,4
1,4,2,5,0,4,1,0,1,0,1,1,37,1,0,8,4
1,4,2,0,2,4,1,0,1,0,1,1,37,1,0,8,8
1,4,2,0,2,4,1,0,1,0,1,1,37,1,0,8,5
2,4,2,0,2,6,1,0,1,0,1,1,37,1,0,8,5
2,4,2,0,2,6,1,0,1,0,1,1,37,1,0,8,5
2,6,2,0,2,6,1,0,1,0,1,1,37,1,0,8,10
2,6,0,0,2,6,1,0,2,0,1,1,37,0,0,8,8
2,6,0,0,2,6,1,0,2,0,1,1,37,0,0,8,8
2,6,0,2,3,6,1,0,2,0,1,1,37,0,0,8,8
2,6,0,2,3,6,1,0,2,0,1,1,37,0,0,8,8
2,6,0,2,3,6,1,0,2,0,1,1,37,0,0,8,8
2,6,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,6,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,6,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,6,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,0,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,3,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,3,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,3,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,3,2,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,3,6,3,1,1,0,2,0,1,1,37,0,0,8,8
3,7,3,6,4,1,1,0,2,0,1,1,36,6,0,8,4
3,7,3,6,4,1,1,0,2,0,1,1,36,1,0,8,8
3,7,3,6,4,1,1,0,2,0,1,1,36,1,0,8,8
3,7,3,6,4,4,1,0,2,0,1,1,36,1,0,8,8
4,7,3,6,4,4,1,0,2,0,1,1,36,22,0,8,1
4,7,3,6,4,4,1,0,2,0,1,1,36,4,0,8,6
4,7,3,6,4,4,1,0,2,0,1,1,36,4,0,8,6
4,2,3,6,4,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,6,4,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,6,4,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,4,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,4,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,4,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,5,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,5,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,5,4,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,5,7,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,5,7,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,5,7,1,0,2,0,1,1,36,4,0,8,6
4,2,6,3,5,7,1,0,2,0,1,1,36,4,0,8,6
5,2,6,3,5,7,1,0,2,0,1,1,36,4,0,8,6
5,2,6,3,5,7,1,0,2,0,1,1,36,4,0,8,6
5,2,6,3,5,7,1,0,2,0,1,1,36,4,0,8,6
5,4,6,3,5,7,1,0,2,0,1,1,35,5,0,9,5
5,4,6,3,5,7,1,0,2,0,1,1,35,5,0,9,5
5,4,1,3,5,7,1,0,2,0,1,1,35,5,0,9,5
5,4,1,3,5,7,1,0,2,0,1,1,35,5,0,9,5
5,4,1,5,5,7,1,0,2,0,1,1,35,5,0,9,5
5,4,1,5,5,7,1,0,2,0,1,1,35,5,0,9,2
5,4,1,5,6,7,1,0,2,0,1,1,35,5,0,9,2
5,4,1,5,6,7,1,0,2,0,1,1,35,5,0,9,2
5,4,1,5,6,3,1,0,2,0,1,1,35,5,0,9,2
5,4,1,5,6,3,1,0,2,0,1,1,35,5,0,9,2
5,4,1,5,6,3,1,0,2,0,1,1,35,5,0,9,2
5,4,1,5,6,3,1,0,2,0,1,1,35,5,0,9,2
5,4,1,5,6,3,1,0,2,0,1,1,35,5,0,9,2
5,4,1,5,6,3,1,0,2,0,1,1,35,5,0,9,2
6,4,1,5,6,3,1,0,2,0,1,1,35,5,0,9,2
6,4,1,5,6,3,1,0,2,0,1,1,35,5,0,9,2
6,7,1,5,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,1,5,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,5,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,5,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,5,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,5,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,5,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,7,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,7,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,7,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,7,6,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,7,7,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,7,7,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,7,7,3,1,0,2,0,1,1,35,5,0,9,3
6,7,3,7,7,6,1,0,2,0,1,1,35,0,0,9,7
7,7,3,7,7,6,1,0,2,0,1,1,35,0,0,9,7
7,7,3,7,7,6,1,0,2,0,1,1,35,0,0,9,7
7,7,3,7,7,6,1,0,2,0,1,1,35,0,0,9,7
7,3,3,7,7,6,1,0,2,0,1,1,35,0,0,9,7
